Time [s],Channel 5,Channel 6
630.739921842,0,0
631.747523492,0,1
631.749936508,0,0
632.757538284,0,1
632.759951550,0,0
633.767553072,0,1
633.769966088,0,0
634.777567884,0,1
634.778837504,1,1
634.781468934,0,1
634.781505150,0,0
635.787582734,0,1
635.789995750,0,0
636.797597480,0,1
636.800010746,0,0
637.807612320,0,1
637.810025336,0,0
638.817627110,0,1
638.820040378,0,0
639.827641964,0,1
639.830054980,0,0
640.837656760,0,1
640.840070026,0,0
641.847671638,0,1
641.850084654,0,0
642.857686440,0,1
642.860099706,0,0
643.867701272,0,1
643.870114290,0,0
644.877716096,0,1
644.878985654,1,1
644.881617350,0,1
