Time [s],Channel 9,Channel 10,Channel 11
2171.262003582,0,1,0
2171.264467556,0,0,0
2171.731241134,0,0,1
2171.731243960,0,1,1
2171.732001156,0,1,0
2171.734465128,0,0,0
2172.201237708,0,0,1
2172.201240532,0,1,1
2172.201997728,0,1,0
2172.204461700,0,0,0
2172.671235282,0,0,1
2172.671238106,0,1,1
2172.671995302,0,1,0
2172.674459274,0,0,0
2173.141232854,0,0,1
2173.141235678,0,1,1
2173.141992874,0,1,0
2173.144456848,0,0,0
2173.611230428,0,0,1
2173.611233252,0,1,1
2173.611990448,0,1,0
2173.614454420,0,0,0
2174.081228000,0,0,1
2174.081230824,0,1,1
2174.081988020,0,1,0
2174.084451994,0,0,0
2174.551225572,0,0,1
2174.551228398,0,1,1
2174.551985594,0,1,0
2174.554449566,0,0,0
2175.021222146,0,0,1
2175.021224970,0,1,1
2175.021982168,0,1,0
2175.024446140,0,0,0
2175.491219718,0,0,1
2175.491222544,0,1,1
2175.491979740,0,1,0
2175.494443712,0,0,0
2175.961217292,0,0,1
2175.961220116,0,1,1
2175.961977312,0,1,0
2175.964441286,0,0,0
2176.431214864,0,0,1
2176.431217690,0,1,1
2176.431974886,0,1,0
2176.434438858,0,0,0
2176.901212438,0,0,1
2176.901215262,0,1,1
2176.901972458,0,1,0
2176.904436432,0,0,0
2177.371210012,0,0,1
2177.371212836,0,1,1
2177.371970032,0,1,0
2177.374434004,0,0,0
2177.841206584,0,0,1
2177.841209408,0,1,1
2177.841966604,0,1,0
2177.844430578,0,0,0
2178.311204158,0,0,1
2178.311206982,0,1,1
2178.311964178,0,1,0
2178.314428150,0,0,0
2178.781201730,0,0,1
2178.781204556,0,1,1
2178.781961752,0,1,0
2178.784425724,0,0,0
2179.251199304,0,0,1
2179.251202128,0,1,1
2179.251959324,0,1,0
2179.254423296,0,0,0
2179.721196876,0,0,1
2179.721199702,0,1,1
2179.721956898,0,1,0
2179.723327128,1,1,0
2179.724803136,0,1,0
2179.724921244,0,0,0
2180.191194450,0,0,1
2180.191197276,0,1,1
2180.191954470,0,1,0
2180.194418444,0,0,0
2180.661192024,0,0,1
2180.661194848,0,1,1
2180.661952044,0,1,0
2180.664416016,0,0,0
2181.131188596,0,0,1
2181.131191422,0,1,1
2181.131948618,0,1,0
2181.134412590,0,0,0
2181.601186170,0,0,1
2181.601188994,0,1,1
2181.601946190,0,1,0
2181.604410164,0,0,0
2182.071183744,0,0,1
2182.071186568,0,1,1
2182.071943764,0,1,0
2182.074407736,0,0,0
2182.541181318,0,0,1
2182.541184142,0,1,1
2182.541941338,0,1,0
2182.544405310,0,0,0
2183.011178890,0,0,1
2183.011181716,0,1,1
2183.011938910,0,1,0
2183.014402884,0,0,0
2183.481176464,0,0,1
2183.481179288,0,1,1
2183.481936484,0,1,0
2183.484400458,0,0,0
2183.951173038,0,0,1
2183.951175862,0,1,1
2183.951933058,0,1,0
2183.954397030,0,0,0
2184.421170612,0,0,1
2184.421173436,0,1,1
2184.421930632,0,1,0
2184.424394606,0,0,0
2184.891168186,0,0,1
2184.891171010,0,1,1
2184.891928206,0,1,0
2184.894392178,0,0,0
